parent,address,distance,pname,importance,biz_ext,biz_type,cityname,type,photos,typecode,shopinfo,poiweight,childtype,adname,name,location,tel,shopid,id
[],石井街道田头社区矮岭村2巷7-1,910,广东省,[],"{'cost': '104.00', 'opentime2': '周一至周日 10:00-14:00,17:00-22:00', 'rating': '4.4', 'open_time': '10:00-14:00 17:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0K6NC47S9/comment/content_media_external_images_media_1000030661_ss__1753332371716_48651299.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/a4a7656c624d6f39e446f470a91e599d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/49145aa4fefa884ae06992fb6a3be0f2'}]",050100,0,[],[],坪山区,罗记私房菜(矮岭店),"114.399918,22.692593",13528756959,[],B0K6NC47S9
[],上坝二路与上坝三路交叉口东北180米,920,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.7', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a2807c9957ad835d2b5785d8d2ac0e1b'}]",050100,0,[],[],坪山区,回忆二厂老饭盒,"114.398771,22.708970",17620332416,[],B0J277GJ81
B0FFLGT4FH,中海万锦熙岸华庭西门北90米,923,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.7', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/26f427f63469777a5928b9bb7230ca1e'}]",050100,0,[],320,坪山区,武汉热干面馆,"114.393673,22.707521",[],[],B0KA949UW8
[],龙田街道竹坑社区上坝7号101-2,923,广东省,[],"{'cost': '21.00', 'opentime2': '周一至周日 10:30-02:00', 'rating': '4.2', 'open_time': '10:30-02:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b6fdfeda077c14c2b5dbfb370b93cce6'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/18280e7370caa5dbdf832aa1d74e1f39'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3ace81f64296918f25beb3a60eb9c441'}]",050300,1,[],[],坪山区,叫了只炸鸡(坪山竹坑店),"114.397208,22.708873",13432736974;19924561724,[],B0H6MAF2B1
[],龙田街道竹坑社区上坝村7号102-2,931,广东省,[],"{'cost': [], 'opentime2': '周一至周日 10:00-23:00', 'rating': '3.8', 'open_time': '10:00-23:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;特色/地方风味餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/51c3a597b0267c44f38ef2c87a0fbff4'}]",050118,0,[],[],坪山区,重庆邹记麻辣烫麻辣拌(上坝店),"114.397154,22.708935",13652428632;13714369772,[],B0HRHO8OEV
[],龙田街道竹坑社区上坝173号西南侧60米,940,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.7', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d472f5cfd553224330498932831e9bca'}]",050000,0,[],[],坪山区,喜小美在长沙,"114.398748,22.709150",13632551599,[],B0KUTXEL2U
[],金牛东路58-8号,941,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.5', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=st8780c076-dbca-447e-8fd7-f9c0cb694ac5&user=search&operate=original'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/75d2cc75307695c71e6865a79bb1c954'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/587d6bb3575f845e1ba4da3653cefcce'}]",050000,0,[],[],坪山区,古御贡茶(竹坑店),"114.397912,22.709125",[],[],B0K3SRPQ9T
[],龙田街道竹坑社区上坝村139栋101,943,广东省,[],"{'cost': '20.00', 'opentime2': '周一至周日 10:00-21:00', 'rating': '3.9', 'open_time': '10:00-21:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/f4b7009fa544a0d09aea079cc1c44e3b'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/ef1836a6b339890f2af82cbfb642903a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5c3833cbcc6f226fcee5a9fd159b5533'}]",050100,0,[],[],坪山区,缘来是煲仔饭(金牛东路店),"114.399108,22.709175",15289666305;17687655339;18823371964,[],B0G22OZL21
[],金兰路上坝村138-1,944,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.9', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/3de8894b1a53cb5721bad2b775acbddb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1ee314f657458a8b69a6921cf6f38bb7'}]",050100,0,[],[],坪山区,金牌手抓饼(竹坑店),"114.398969,22.709188",[],[],B0KRTZKZI9
[],金牛东路与金牛东路B区交叉口东南120米,946,广东省,[],"{'cost': '17.00', 'opentime2': [], 'rating': '3.8', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;甜品店;甜品店,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/d057f217b7d0bfdc80b39a69b142d709'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/ef6a2c77ae1f6e1ccfe8dcabf140608f'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/2a207548e100f13afd42d688524bbe0a'}]",050900,0,[],[],坪山区,喜三德甜品,"114.398965,22.709206",[],[],B0KRJ74O5A
[],龙田街道竹坑社区卷龙埔竹青路134号,948,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '4.0', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d33c2ddef995337890b9ac310643d290'}]",050000,0,[],[],坪山区,蛋糕很芒,"114.392733,22.707118",18818798174,[],B0KU1MPYAQ
[],金牛东路与金牛东路B区交叉口东南120米,948,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.7', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,[],050100,0,[],[],坪山区,常莱米粉南昌拌粉,"114.398964,22.709224",[],[],B0LDBOGJXT
[],龙田街道竹坑社区上坝村132-6号,950,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '4.0', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3cf19a49d11f1ebc1a4f3e0423d98050'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/13eef7ca4c0c4a341eb1c03c54449892'}]",050000,0,[],[],坪山区,陈记海鲜粥烧烤大排档,"114.398328,22.709233",13560429045,[],B0LDF5IKTO
[],龙田街道竹坑社区上坝村上坝三路137-1号大掌柜小吃铺,950,广东省,[],"{'cost': [], 'opentime2': '周一至周日 10:00-22:00', 'rating': '3.9', 'open_time': '10:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d685d3a1425c6f64686f9e1751ed58d8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3a10a4f3aed0f685e9a95b3ec1ace372'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/bea2549519d8a00d2f2b053dfd858fec'}]",050100,1,[],[],坪山区,大掌柜小吃铺,"114.398862,22.709245",[],[],B0LACSA3UD
[],上坝村132-6,951,广东省,[],"{'cost': [], 'opentime2': '周一至周日 06:00-23:00', 'rating': '4.1', 'open_time': '06:00-23:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a14c2f00c6c0f085f37e6e54a7259275'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ad82aeb36f943f2cd23c490018fcc52a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2dc07acbcf5d06ff58fe0533f0163f9a'}]",050000,1,[],[],坪山区,六六肠粉汤粉王,"114.398135,22.709228",13148791921;18926782450,[],B0I2PAAF0Y
[],金田路199-2号101,952,广东省,[],"{'cost': [], 'opentime2': '周一至周日 10:30-22:00', 'rating': '3.9', 'open_time': '10:30-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;冷饮店;冷饮店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e44a6fb1215585a59b1d5a87ca17e5a7'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/078604ee0053d0453de0d2bc4445cd6f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/87e7dcca7a2984e44b3c83bc63876084'}]",050700,1,[],[],坪山区,茶趣鲜果茶,"114.396736,22.692366",13632855535,[],B0JUVH90XT
[],龙田街道竹坑社区上坝村132-4号,952,广东省,[],"{'cost': [], 'opentime2': '周一至周日 10:00-22:00', 'rating': '3.6', 'open_time': '10:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/f1ec52cb0ebbe597512b981ba7dc2ab7'}]",050000,1,[],[],坪山区,钱多多卤味小栈,"114.398240,22.709249",13128706889,[],B0LGL9OP5F
B0FFLGT4FH,龙田街道竹坑社区安居御龙苑2栋04,953,广东省,[],"{'cost': '18.00', 'opentime2': '周一至周日 07:00-14:00,17:00-22:00', 'rating': '4.3', 'open_time': '07:00-14:00 17:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c9c1934af311fe6b0969320081dee3a1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/79ad1fb7614ceaae73a42695579b3918'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ab25a83d3c83254b0769a622c1f60bd6'}]",050100,1,[],320,坪山区,猪伯通·紫金八刀汤(竹坑店),"114.393695,22.707853",19168578130,[],B0K6HZCGV4
[],金牛东路与金牛东路B区交叉口南80米,971,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.8', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/921e9d9e9370f9df3beb03ffdc1342ab'}]",050000,0,[],[],坪山区,京悦德北京烤鸭(上坝三路店),"114.398617,22.709429",13350257273,[],B0K0XSQDZ9
B0FFLQAIOV,龙田街道竹坑社区金牛东路145号奥园·翡翠东湾二期,978,广东省,[],"{'cost': '16.00', 'opentime2': [], 'rating': '3.8', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6144f917b3372ece0b050ee6bf0cb8e1'}]",050100,0,[],320,坪山区,湖南杀猪粉(奥园·翡翠东湾店),"114.391897,22.706751",17373075299,[],B0JUZMCWIU
[],上坝村135号,978,广东省,[],"{'cost': '32.00', 'opentime2': '周一至周日 14:00-24:00', 'rating': '4.1', 'open_time': '14:00-24:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;冷饮店;冷饮店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/25b630fc15e3f85ab768fe0014c9e893'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5c51c5528f65ca9b4c7ac0a96e98b171'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8e1cb497a8014fb52ea17fba7b492689'}]",050700,1,[],[],坪山区,壹号小院,"114.398813,22.709494",15112272432,[],B0JAFUKZBN
[],龙田街道竹坑社区金牛东路上坝村167号101,980,广东省,[],"{'cost': [], 'opentime2': '周一至周日 09:00-22:00', 'rating': '3.8', 'open_time': '09:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2918636f5d7c4a55aa121b61ed1700f1'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/9cfa854d16c3b653d3b1a3ae2ec06dc7'}]",050300,0,[],[],坪山区,爱来客轻食(竹坑店),"114.399899,22.709457",13430604570,[],B0HRLO2SA0
[],石井街道金田路184-5,986,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.7', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2d02baf1214c17d682250d4cfd1350c0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4cefd9b35552a621e7416b39a6188df3'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3c059244c8caae75707d8d6e3adaff74'}]",050000,0,[],[],坪山区,暂坐,"114.398808,22.691842",[],[],B0KKS74BWM
[],石井街道田头铺金田路199号,998,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '4.0', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/cc9bb02fbaf83fe11badd4fc9f5ce3e0'}]",050100,0,[],[],坪山区,雀记饭店,"114.396628,22.691967",0755-84636310;13480789919;15013724818,[],B0FFG8XQ3F
B0FFLQAIOV,龙田街道竹坑社区金牛东路145号奥园·翡翠东湾二期,1000,广东省,[],"{'cost': '27.00', 'opentime2': [], 'rating': '3.8', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6086729652c05dd9a580d9e3a74afa76'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8db3e032db7f72353baf308cc81c5fdd'}]",050300,0,[],320,坪山区,欢喜客家小吃店(奥园·翡翠东湾店),"114.391783,22.706939",13530897578,[],B0IALDUEOS
[],石井街道田头社区金田路182号-103,1003,广东省,[],"{'cost': '81.00', 'opentime2': '周一至周日 09:30-21:30', 'rating': '4.7', 'open_time': '09:30-21:30', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2fed76a0bcae1d39f3e017c02f20e6a6'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4b5e4c9f59a6a6c227b6703de45b237c'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/641f3ce32e582fd2d746178bf782fa70'}]",050100,1,[],[],坪山区,山旮旯农家菜,"114.398020,22.691720",13691761728;13714698033,[],B0LBLRP20A
[],龙田街道竹坑社区上坝173号西侧,1004,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.6', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6631521397e7634107102e32767d3708'}]",050100,0,[],[],坪山区,鸡煲王,"114.398948,22.709726",[],[],B0JRFXXWMW
B0FFLQAIOV,奥园翡翠东湾二期金陵东路145-27号商铺,1013,广东省,[],"{'cost': [], 'opentime2': '周一至周日 11:00-22:00', 'rating': '4.0', 'open_time': '11:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;潮州菜,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/acccc526785de8a1afb1940fd3b35748'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f52b654894220e54f97586d3b1369c3c'}]",050123,1,[],320,坪山区,九号隆记隆江猪脚饭(奥园店),"114.391704,22.707030",17833980773,[],B0J3ZURKTC
[],金牛东路与金牛东路B区交叉口东100米,1015,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.8', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9f468f5bc56bbb7a171a863e4607b01a'}]",050000,0,[],[],坪山区,董哥餐饮,"114.399183,22.709822",13138185329,[],B0JBT56ZGF
[],石井街道金田路228号,1023,广东省,[],"{'cost': [], 'opentime2': '周一至周日 18:00-02:00', 'rating': '3.6', 'open_time': '18:00-02:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;特色/地方风味餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/17a6e267ac9454436df68d361d9ada7c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/70b26ca32a7959132a2933f8d99ef68c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/28b3d20b6183268d90d78e147866b819'}]",050118,1,[],[],坪山区,万州烤活鱼,"114.403031,22.692380",17346511522,[],B0K1Y1GAQP
B0FFLQAIOV,龙田街道竹坑社区金牛东路145号奥园·翡翠东湾二期,1023,广东省,[],"{'cost': '66.00', 'opentime2': [], 'rating': '4.1', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;特色/地方风味餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/8f534e6e53e5793b04a03d714342241e'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/cd64a91494bc0766e3d5e76b1d020e3e'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/ce6ac61d7ad9099ebe5a39e844793c08'}]",050118,0,[],320,坪山区,新疆胡杨烧烤(奥园·翡翠东湾二期店),"114.391597,22.707057",13699301716,[],B0IGA5SJTA
B0FFLQAIOV,龙田街道竹坑社区金牛东路145号奥园·翡翠东湾二期,1028,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.8', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b36340e0e6e18ec8e5faed093b6008fd'}]",050100,0,[],320,坪山区,杭州小笼包(奥园·翡翠东湾二期店),"114.391545,22.707063",[],[],B0K0659YEK
[],上坝村169号,1028,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.9', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c243a7be911a1d11cda46e283d8def3e'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2535d6a451815e9f133facf76b48d765'}]",050000,0,[],[],坪山区,融意·HEYMEAL,"114.399627,22.709916",18926485513,[],B0KRR12LN2
B0FFIZAE6F,龙田街道竹坑社区翠景路6号澜湾花园1栋D座M106,1028,广东省,[],"{'cost': '68.00', 'opentime2': '周一至周日 07:00-22:00', 'rating': '4.5', 'open_time': '07:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8cc3508b298323d33927aa7643a26045'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HUKA7AL8/comment/376EB081_21D6_4C0F_ABFD_A2738EC675B3_L0_001_1500_200_1746790925862_64991534.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HUKA7AL8/comment/1CC410BE_5B03_4BC6_954D_991955D5AE05_L0_001_1500_200_1746790925863_05061044.jpg'}]",050100,1,[],320,坪山区,客家小厨(澜湾花园店),"114.393140,22.708327",15712145709,[],B0HUKA7AL8
[],坪山金田路与田日街交叉口西120米,1029,广东省,[],"{'cost': '56.00', 'opentime2': [], 'rating': '4.1', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;特色/地方风味餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ec18cf25dca71dea7691244a41a6cb4e'}]",050118,0,[],[],坪山区,陈记重庆烤活鱼(金田路店),"114.403541,22.692550",[],[],B0GRK15GJC
B0FFIZAE6F,龙田街道竹坑社区翠景路6号澜湾花园1栋D座M103,1031,广东省,[],"{'cost': [], 'opentime2': '周一至周日 06:00-20:00', 'rating': '3.6', 'open_time': '06:00-20:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;广东菜(粤菜)|餐饮服务;冷饮店;冷饮店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ffae9c24ae7c4bda579bdd5b1fdf0aad'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6742bfa30928b3811c6d8b6ffb88c37e'}]",050103|050700,1,[],320,坪山区,澜湾餐厅(澜湾花园店),"114.393161,22.708364",15602447351,[],B0HDTDKHEW
[],石井金田路231号,1037,广东省,[],"{'cost': [], 'opentime2': '周一至周日 09:00-01:00', 'rating': '3.9', 'open_time': '09:00-01:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0I3JC6T1G/headerImg/fc23567263a8c3e4bd03b58ddde09fd6_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d4fe41b409defa33ba4ced65737c5e68'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0I3JC6T1G/headerImg/e30741c62badb0afdfe62873d028292e_2048_2048_80.jpg'}]",050100,1,[],[],坪山区,杨记客家餐厅,"114.403500,22.692456",15013745316,[],B0I3JC6T1G
B0JDFRUUQI,坪河雅苑西区东门对面,1039,广东省,[],"{'cost': [], 'opentime2': '周一至周日 06:00-11:00，16:00-18:00', 'rating': '3.7', 'open_time': '06:00-11:00 16:00-18:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/cf75bc05ab6cb86818a191237982e74a'}]",050000,1,[],320,坪山区,坤哥酱香饼,"114.403473,22.708996",[],[],B0KG7S96SX
B0FFLQAIOV,龙田街道竹坑社区奥园翡翠东湾花园1栋0106,1044,广东省,[],"{'cost': '23.00', 'opentime2': '周五 10:00-23:00；周一至周四 10:00-22:00；周六 09:00-23:00；周日 09:00-22:00', 'rating': '4.2', 'open_time': '10:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/34620f72706ecb5a5a7dfba8c128d080?operate=original'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/734283e7d770c0b0971bc0c9512400da'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c8fa2322d31eebcd47ddab5ee025979d'}]",050300,0,[],320,坪山区,尊宝比萨(奥园翡翠东湾店),"114.390929,22.706638",0755-28512952;0755-28512953,[],B0G0X50B0H
B0JDFRUUQI,龙田街道竹坑社区坪河雅苑东区1栋A座05铺,1045,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.5', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/d85231a0d339cfd9e067631164d9b81d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/bfc5e9f229eb313224464768c85fabe2'}]",050000,1,[],320,坪山区,冠锋园汤包(茜坑店),"114.403487,22.709048",[],[],B0JD515ZDU
[],竹坑第三工业区东步生活荟B栋103号黔校长贵州地摊火锅,1048,广东省,[],"{'cost': [], 'opentime2': '周一至周日 16:00-02:00', 'rating': '3.9', 'open_time': '16:00-02:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;火锅店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2125a71d6ff3edfcc4e3cd8a69014bb8'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/35832aff8e67e0f8963d82e1e0a6e48a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/8ea3aaece5358a28592f9659889d4bcc'}]",050117,1,[],[],坪山区,蜀黔校长贵州地摊火锅(竹坑店),"114.396245,22.709827",18667132831,[],B0KKZZFZ8T
