parent,address,distance,pname,importance,biz_ext,biz_type,cityname,type,photos,typecode,shopinfo,poiweight,childtype,adname,name,location,tel,shopid,id
[],龙田街道竹坑第三工业区生活中心综合楼B栋东步生活荟01楼108号商铺,1050,广东省,[],"{'cost': '12.00', 'opentime2': '周一至周日 07:00-01:00', 'rating': '4.4', 'open_time': '07:00-01:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=stb6353f88-f4bc-4b7e-83d1-8fc82fab4719&user=search&operate=original'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/4010c7d583593b91d15f4afa91de19fc'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e9eff5ada06f9767a029c44cf95251ab'}]",050100,0,[],[],坪山区,融柳大铁牛螺蛳粉(竹坑店),"114.396182,22.709826",15899509216,[],B0J2TC4KOZ
[],坪山区第三工业区东步生活荟,1050,广东省,[],"{'cost': [], 'opentime2': '周一至周日 17:00-03:00', 'rating': '3.8', 'open_time': '17:00-03:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JD2MKYKI/headerImg/254b9587467ccd17c8509cd57d82a6bd_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2a6932c74e690c62e8c671b8a1f17896'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c5ec0680574fbd5ac58be911c2e506a0'}]",050000,1,[],[],坪山区,老表柴火鸡,"114.396171,22.709826",[],[],B0JD2MKYKI
B0FFIZAE6F,深圳市澜湾花园1栋c座金牛东路27号,1054,广东省,[],"{'cost': '35.00', 'opentime2': [], 'rating': '4.0', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2d5f3295e435bbd8f6866d6cc488c6cc'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c6bf374d08e8881a3739bcc2851d9dae'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/6926366d8d2dad1c3392a76aa2c8f898'}]",050100,0,[],320,坪山区,鲜小厨餐厅,"114.392798,22.708387",18029993220,[],B0LD17L9P1
[],金田路236-1号,1057,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.5', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/60927f084d6f3e0fef78af7cc5f6ebec'}]",050100,0,[],[],坪山区,香溢沙县小吃,"114.403874,22.692432",[],[],B0H6HUH2HM
B0JDFRUUQI,龙田街道竹坑社区坪河雅苑东区1栋A座05铺,1058,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.8', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/4c1aae3ac33b43f70a86b0adb4866ff8'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2cace0634658fb65e2b3afbcac1d25a4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1bb2d099d464e69208afeb15c722e563'}]",050100,1,[],320,坪山区,梅州腌面肠粉王(坪河雅苑店),"114.403422,22.709209",14718038530,[],B0J36SMCAX
[],坪山金田路与田日街交叉口西100米,1060,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.9', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/673ee5dac5646e9389dd5607f9d66f44'}]",050100,0,[],[],坪山区,肥肠面,"114.404156,22.692560",15108480518,[],B0K6MMFVMA
[],龙田街道竹坑社区茜坑二区18号,1060,广东省,[],"{'cost': [], 'opentime2': '周一至周日 10:00-23:00', 'rating': '3.5', 'open_time': '10:00-23:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;海鲜酒楼,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c57229c9310bd47628fcfc1a8a4dd5d6'}]",050119,0,[],[],坪山区,战虾湖龙虾馆(深圳技术大学店),"114.401722,22.709844",15012953386,[],B0LDRUD7EK
B0FFIZAE6F,龙田街道竹坑社区翠景路6号澜湾花园,1060,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.5', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;糕饼店;糕饼店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/9c9660eb8fcf9260e1135ef02349d50e'}]",050800,0,[],320,坪山区,昭君王宫酸奶大麻花(澜湾花园店),"114.392702,22.708389",[],[],B0JKTXC909
[],金牛东路与金牛东路B区交叉口东北60米,1062,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '4.1', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/24828ef028a5d05a1617602d7f90c026'}]",050100,0,[],[],坪山区,客来尊奇酷鱼庄烧烤吧,"114.397663,22.710188",13554985258,[],B0K6X7UDCI
B0FFIZAE6F,龙田街道竹坑社区翠景路6号澜湾花园,1066,广东省,[],"{'cost': [], 'opentime2': '周一至周日 09:00-22:30', 'rating': '4.1', 'open_time': '09:00-22:30', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fd426661542526893c4ecacdd7d9c562'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/16ab6102e97b4dad42d5f4a058aef3a4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/03b132b1ddcf74ffca307e78715b08ff'}]",050000,0,[],320,坪山区,王宫卤味(坪山总店),"114.392547,22.708354",18211558887,[],B0H2RS3R2U
[],金牛东路58-10号,1067,广东省,[],"{'cost': [], 'opentime2': '周一至周日 11:00-22:30', 'rating': '3.9', 'open_time': '11:00-22:30', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;冷饮店;冷饮店,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0H24MNNT1/comment/ca91e4e0f060a49e76a8657825b546b1_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H24MNNT1/comment/6163a9a4e58177df94742ee1471943be_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H24MNNT1/comment/11fc81516482ef5b05937e7185525503_2048_2048_80.jpg'}]",050700,0,[],[],坪山区,WAO校茶(深技大),"114.401795,22.709889",15089895168,[],B0H24MNNT1
B0FFLQAIOV,龙田街道竹坑社区金牛东路145号奥园·翡翠东湾二期,1067,广东省,[],"{'cost': '13.00', 'opentime2': [], 'rating': '3.8', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/ce0ed908735d8e7670418e5d860d4f53'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/ba08d75573b4041a9920a1188f1a068b'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/e1be17fa5c793f3424e9a55034569f1c'}]",050000,0,[],320,坪山区,柠一手作咖啡(奥园店),"114.390719,22.706731",13342965959;15099780867,[],B0J2270X7C
[],龙田街道竹坑社区第三工业区B区37、38、39号商住楼101,1068,广东省,[],"{'cost': '51.00', 'opentime2': '周一至周日 15:30-01:30', 'rating': '4.3', 'open_time': '15:30-01:30', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/067fa564a228cbe684edc1dc9f473fc5'}]",050000,0,[],[],坪山区,独舌小钓(大学店),"114.397912,22.710271",13554832628;19925354368,[],B0FFKTAM8Z
[],竹坑第三工业区金牛中路B区,1070,广东省,[],"{'cost': [], 'opentime2': '周一至周日 11:00-14:00,17:00-04:00', 'rating': '4.5', 'open_time': '11:00-14:00 17:00-04:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/ff7ee07ace83a63f96676fa38e685d4f'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFFZ2GVE/comment/content_media_external_file_9834_1758120683900_22360922.jpg'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/98740e370850348ee47f0c0b2f75be8c'}]",050100,0,[],[],坪山区,和记砂锅粥,"114.397459,22.710237",15019275373,[],B0FFFZ2GVE
[],金牛东路58-2号,1072,广东省,[],"{'cost': '44.00', 'opentime2': '周一至周日 17:00-01:00', 'rating': '4.6', 'open_time': '17:00-01:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/5a860747f5bda96f3379eadbb4551819'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/4156702b72704bf108cb75133813f4a0'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/83b6065895fe974432d5799d1f2d416f'}]",050100,0,[],[],坪山区,佑见里鲜切碳烤牛肉,"114.398086,22.710316",15815555264,[],B0LA2HGIYI
[],龙田街道竹坑社区第三工业区生活中心综合楼B栋B110,1073,广东省,[],"{'cost': '21.00', 'opentime2': '周一至周日 10:30-22:00', 'rating': '4.3', 'open_time': '10:30-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a853b3715b49a22ee44bccc145b41590'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/12b0ba988952275cd61319c5f6dc1a7a'}]",050100,0,[],[],坪山区,杠杠香煲仔饭,"114.396161,22.710037",13926894096,[],B0KAHZ08PP
B0JDFRUUQI,深圳市坪河雅苑东区AB座1-8号铺,1075,广东省,[],"{'cost': [], 'opentime2': '周一至周日 06:00-20:00', 'rating': '3.5', 'open_time': '06:00-20:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/fd81d0fb2aa6909b4fec87748b6d859b'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/d565d4ed20cd7a70901653f6bbf2a999'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7ca224d85f620a27c24388ba4314370c'}]",050100,1,[],320,坪山区,乐家肠粉店,"114.403908,22.709142",13410822885,[],B0J0UOAPVV
[],金牛东路58-3号,1076,广东省,[],"{'cost': '60.00', 'opentime2': '周一至周日 17:00-04:00', 'rating': '4.5', 'open_time': '17:00-04:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0KA5U4VGS/comment/content_media_external_images_media_352_1740205158467_24480541.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KA5U4VGS/comment/content_media_external_images_media_353_1740205158468_60147578.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KA5U4VGS/comment/content_media_external_images_media_352_1740205158469_47423755.jpg'}]",050000,1,[],[],坪山区,渔夫传说(坪山竹坑店),"114.398098,22.710357",19129907059;19129907509,[],B0KA5U4VGS
[],金田路236-1号,1078,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '4.2', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c4e46f4563f163e8ed882b47a1d64c88'}]",050100,0,[],[],坪山区,钟记肠粉,"114.403965,22.692271",13662695181,[],B0FFLJQ6MJ
B0JDFRUUQI,深圳市坪河雅苑东区AB座1-8号铺,1075,广东省,[],"{'cost': [], 'opentime2': '周一至周日 06:00-20:00', 'rating': '3.5', 'open_time': '06:00-20:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/fd81d0fb2aa6909b4fec87748b6d859b'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/d565d4ed20cd7a70901653f6bbf2a999'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7ca224d85f620a27c24388ba4314370c'}]",050100,1,[],320,坪山区,乐家肠粉店,"114.403908,22.709142",13410822885,[],B0J0UOAPVV
[],金牛东路58-3号,1076,广东省,[],"{'cost': '60.00', 'opentime2': '周一至周日 17:00-04:00', 'rating': '4.5', 'open_time': '17:00-04:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0KA5U4VGS/comment/content_media_external_images_media_352_1740205158467_24480541.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KA5U4VGS/comment/content_media_external_images_media_353_1740205158468_60147578.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KA5U4VGS/comment/content_media_external_images_media_352_1740205158469_47423755.jpg'}]",050000,1,[],[],坪山区,渔夫传说(坪山竹坑店),"114.398098,22.710357",19129907059;19129907509,[],B0KA5U4VGS
[],金田路236-1号,1078,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '4.2', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/c4e46f4563f163e8ed882b47a1d64c88'}]",050100,0,[],[],坪山区,钟记肠粉,"114.403965,22.692271",13662695181,[],B0FFLJQ6MJ
B0JDFRUUQI,龙田街道金牛东路坪河雅苑东区AB栋一楼1-6号铺,1080,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.9', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/644fe9c109ce5d47cc6b78d6bf22d619'}]",050100,0,[],320,坪山区,雪茶·奶茶咖啡卤味(坪河雅苑店),"114.403736,22.709283",19897111591,[],B0J06LQP7E
[],田头社区市场路23号,1081,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.7', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;糕饼店;糕饼店,"[{'title': [], 'url': 'http://s-pic.oss-cn-beijing.aliyuncs.com/desensitize/images/publish/66077224.jpg?x-oss-process=image/watermark,image_d2F0ZXJtYXJrLmpwZw'}]",050800,0,[],[],坪山区,琪香蛋糕(坪山金田路店),"114.403963,22.692237",[],[],B0FFHKQC0C
[],龙田街道竹坑社区金牛东路58-8号,1086,广东省,[],"{'cost': '76.00', 'opentime2': '周一至周日 10:30-01:30', 'rating': '4.0', 'open_time': '10:30-01:30', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;东北菜,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/37ffa66258e7f9832dd06486c0dfbf15'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/73ba542636d5355709e007a97bf47b27'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0dda6484c4cbc5fe95fd0554972826cd'}]",050113,1,[],[],坪山区,仓北肴东北老家北方菜铁锅炖夜市小烧烤,"114.397918,22.710434",18025308850,[],B0JDYRYDCP
[],龙田街道竹坑社区茜坑村10号泊寓竹坑公社101,1087,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '4.0', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;湖南菜(湘菜),"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/bfb3628b89cafff84d927212232b9155'}]",050108,0,[],[],坪山区,农耕记·湖南土菜(泊寓·竹坑公社店),"114.401928,22.710038",19129985481,[],B0IRTSCBKY
[],金牛东路B区58-17,1088,广东省,[],"{'cost': [], 'opentime2': '周一至周日 10:00-24:00', 'rating': '4.2', 'open_time': '10:00-24:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;火锅店,"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/0280b50274ea84eccb821bd25b8518e7'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/eb1b1990b6bebf9d62eb859c1427d033'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0LR4NP596/comment/content_media_external_file_100005809_1756269493673_24849227.jpg'}]",050117,0,[],[],坪山区,贵州全牛烩老安顺幺铺毛肚火锅竹坑分店,"114.398345,22.710469",18083147488,[],B0LR4NP596
[],龙田街道竹坑社区第三工业区生活中心综合楼B栋111,1090,广东省,[],"{'cost': '23.00', 'opentime2': '周一至周日 10:00-22:00', 'rating': '4.4', 'open_time': '10:00-22:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/87ea1c62607c12c83a83431883753ba9'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6eb7e02056e196666957c1044985a9f4'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4aa07be4117522c72f703f587a82e8eb'}]",050100,1,[],[],坪山区,佳味烧鹅,"114.396212,22.710200",15712086617,[],B0KB1ZB9UU
[],龙田街道竹坑社区茜坑村36-2,1090,广东省,[],"{'cost': '18.00', 'opentime2': '周一至周日 10:30-01:00', 'rating': '4.3', 'open_time': '10:30-01:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0I3HA8EN6/comment/aab2aa93e209b4b848161cfe86e37345_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0I3HA8EN6/comment/39c32e84d19787d3dd1f9583fefa6b7b_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0I3HA8EN6/comment/9a55612e628cd5a33106c4a0665c8327_2048_2048_80.jpg'}]",050000,1,[],[],坪山区,Neon Lemonade霓虹柠茶,"114.401936,22.710067",13316992745,[],B0I3HA8EN6
[],金牛东路58-16号(新联商场旁),1091,广东省,[],"{'cost': [], 'opentime2': '周一至周日 06:00-01:00', 'rating': '4.1', 'open_time': '06:00-01:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;特色/地方风味餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/db5e65666c4e08e03048e213434099aa'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/0c48c9b5a74daf0d633ccdc2e75c219a'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5424792c8c966a917d8aeb9b14257d20'}]",050118,1,[],[],坪山区,沙县小吃,"114.398253,22.710493",13006613885;15986717610,[],B0FFGI1XKL
[],田头社区老围村四巷5号,1092,广东省,[],"{'cost': [], 'opentime2': '周一至周日 07:00-21:00', 'rating': '3.8', 'open_time': '07:00-21:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;餐饮相关场所;餐饮相关,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/2c88d5a91462b69a9275bc32ac7c9934'}]",050000,1,[],[],坪山区,华源私房菜,"114.403131,22.691743",13725528314,[],B0H0JHU7QA
B0JDFRUUQI,坪河雅苑东区,1092,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.7', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;糕饼店;糕饼店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/8615660f598457d96ceb537937abf82f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/fb24e13e0b6d65e2ffe8de1964fd6e93'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/229aaca7696fba70bc0b9e7c06a052a1'}]",050800,0,[],320,坪山区,初心烘焙(坪河雅苑东区店),"114.404316,22.709100",[],[],B0K33HVHIB
[],石井街道田头社区田裕路10-4号,1095,广东省,[],"{'cost': [], 'opentime2': '周一至周日 11:00-14:00,17:00-21:00', 'rating': '3.6', 'open_time': '11:00-14:00 17:00-21:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/fd178c06845c85f0496cb7eb70b223b3'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/2e1daab5fd4fc80a08e964ac45c2805d'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/de2ae26671fbf85b5aed3a7c8c8042f1'}]",050100,1,[],[],坪山区,陕西面馆,"114.399623,22.690892",19829253815,[],B0IR1LV2IS
[],竹坑村金牛东路56-4,1095,广东省,[],"{'cost': '61.00', 'opentime2': '周一至周日 17:30-03:00', 'rating': '3.9', 'open_time': '17:30-03:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;特色/地方风味餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/73b53289afb7412d0081d3c88953c158'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e6bcc799bdd455e3edb37dd7813ee688'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/45d36f728b07bb18708227f055f84295'}]",050118,1,[],[],坪山区,龙记·湛江烧蚝(竹坑新联店),"114.398075,22.710525",13570880342,[],B0FFF4G8RF
[],金牛东路58-18号,1096,广东省,[],"{'cost': '12.00', 'opentime2': '周一至周日 06:00-21:00', 'rating': '4.0', 'open_time': '06:00-21:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/a53b9417aab31dbf6c2f45f71fd82998'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4eed844b77697f2a3128a5cc63cda81c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/797ae2c7386538c73f50ed6c427c2e6c'}]",050100,0,[],[],坪山区,三津汤包(坪山竹坑第三工业区店),"114.398283,22.710547",[],[],B0FFK8R1TV
[],龙田街道竹坑社区金牛东路56-8号,1098,广东省,[],"{'cost': '63.00', 'opentime2': '周一至周日 17:00-02:00', 'rating': '4.3', 'open_time': '17:00-02:00', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;火锅店,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/e5463026d116bd5c72cf964fa6328252'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/325e6dea17c8a2f3a209d777a2ff3dc1'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0K3XR4FUO/comment/33DB85C0_9533_4D9E_BA67_DE97DFBD98C0_L0_001_2000_2000_1734863767278_97049212.jpg'}]",050117,1,[],[],坪山区,黔悠悠贵州地摊火锅(坪山店),"114.398723,22.710574",18570591357,[],B0K3XR4FUO
[],坪山竹坑股份合作公司第三工业区东南门西50米,1101,广东省,[],"{'cost': '18.00', 'opentime2': '周一至周日 09:30-02:30', 'rating': '4.2', 'open_time': '09:30-02:30', 'meal_ordering': '0'}",diner,深圳市,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=ste6db5892-09f3-4bcf-9d22-ab3e8de8b712&user=search&operate=original'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/1eb71cc25d06f82494735bb460753ceb'}]",050300,0,[],[],坪山区,波客派炸鸡汉堡(坪山竹坑股份合作公司第三工业区店),"114.398718,22.710596",0755-89997587;0755-89997687,[],B0FFIL0HHH
B0JDFRUUQI,坪河雅苑东区,1101,广东省,[],"{'cost': [], 'opentime2': [], 'rating': '3.7', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;中餐厅;中餐厅,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/96a63b7091199f26ed00dee40841a209'}]",050100,0,[],320,坪山区,全家福(坪河雅苑店),"114.404343,22.709182",[],[],B0JULUMT5J
[],"金牛东路第三工业区B区35,36号商住楼105",1102,广东省,[],"{'cost': '16.00', 'opentime2': [], 'rating': '4.2', 'open_time': [], 'meal_ordering': '0'}",diner,深圳市,餐饮服务;快餐厅;快餐厅,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0H1KL3TMZ/comment/1837AF6A_BE40_4060_A478_518AED29D313_L0_001_1080_192_1760966668165_29898817.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3795e00dde06d7824b096909a6b46cc9'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H1KL3TMZ/comment/06933144_4BCA_4A9F_86A8_C698DD4B01CC_L0_001_1080_192_1760966668165_71010226.jpg'}]",050300,0,[],[],坪山区,林记老上海馄饨铺(竹坑店),"114.397456,22.710530",18922827544;18950490888,[],B0H1KL3TMZ
